f0,Gvv0,f1,Gvv1,f2,Gvv2
743.6194895591647,2.1711347945370244e-16,944.3155452436196,2.5850851275189513e-14,1500,6.621029963996733e-13
749.4199535962877,2.0410759005698753e-16,950.1160092807426,2.1148766564949305e-14,1510.4408352668215,5.072609004946856e-13
757.5406032482598,2.1378630406973654e-16,955.9164733178656,1.847564451823838e-14,1520.8816705336426,3.7973170665666056e-13
764.5011600928075,2.2392397948080796e-16,960.5568445475639,1.684062281364749e-14,1525.522041763341,3.7103638414719306e-13
773.7819025522043,2.3454238008701035e-16,969.8375870069607,1.275362969022399e-14,1532.4825986078886,2.8757591817869955e-13
780.7424593967518,2.456643017171567e-16,974.477958236659,1.1491115054639827e-14,1541.7633410672856,2.1279812982281203e-13
787.7030162412992,2.5731362117067823e-16,977.9582366589328,1.0234352286756278e-14,1551.0440835266822,1.649315813357761e-13
794.6635730858469,2.653851348711034e-16,989.5591647331786,7.75061235139179e-15,1561.4849187935033,1.3862804755041079e-13
801.6241299303944,2.8229567558496e-16,995.3596287703016,6.8234501667762395e-15,1571.9257540603248,1.0869693641542144e-13
808.584686774942,3.2438920875740674e-16,1001.1600928074246,5.779692884153325e-15,1582.3665893271464,8.722557944577051e-14
815.5452436194895,3.727593720314938e-16,1008.1206496519723,5.309049410486453e-15,1592.8074245939674,6.839274901687896e-14
821.3457076566125,4.283420831709204e-16,1013.9211136890953,5.0491621260402675e-15,1600.9280742459396,5.883255456020538e-14
827.1461716937355,4.922128160461147e-16,1026.6821345707658,4.1148383935065616e-15,1614.849187935035,4.9449851296097194e-14
834.1067285382832,5.656074100554173e-16,1033.642691415313,3.750691417327952e-15,1628.7703016241298,4.2537565987494937e-14
841.0672853828306,6.499459824703673e-16,1038.2830626450118,3.5260113198152713e-15,1645.0116009280741,3.8326662823001834e-14
848.0278422273783,7.46860406386791e-16,1049.8839907192578,2.9295492587675853e-15,1651.9721577726218,3.8326662823001834e-14
853.8283062645013,8.783386058472559e-16,1056.844547563805,2.7540585718805733e-15,1669.3735498839906,4.0768866650316333e-14
858.4686774941996,1.0210672011543076e-15,1062.6450116009282,2.6395456359014022e-15,1684.4547563805104,5.0608719869196817e-14
863.1090487238979,1.2148063188672955e-15,1080.046403712297,2.270580066901462e-15,1699.5359628770302,6.429577387056874e-14
867.7494199535964,1.4453058434269318e-15,1087.0069605568447,2.134564038367401e-15,1712.2969837587007,7.331471436269734e-14
872.3897911832947,1.6997392132219413e-15,1091.647331786543,2.06964268213361e-15,1728.538283062645,6.999554872984434e-14
877.030162412993,1.9759440716631396e-15,1100.9280742459396,1.871976831883383e-15,1745.9396751740142,6.631262870054099e-14
881.6705336426913,2.2444329705901894e-15,1107.8886310904873,1.8010808109504842e-15,1752.9002320185618,6.234026034895474e-14
886.3109048723899,2.579103749747891e-15,1113.68909512761,1.739572990372722e-15,1757.5406032482601,6.09127559832254e-14
890.9512761020882,2.9636777926206137e-15,1131.0904872389792,1.604099813511233e-15,1770.3016241299306,5.552221721091293e-14
896.7517401392112,3.340484983513244e-15,1138.051044083527,1.567368181752956e-15,1786.5429234338749,4.9449851296097194e-14
902.5522041763342,2.9295492587675853e-15,1142.6914153132252,1.4964089664286565e-15,1800.4640371229698,4.4554683214132386e-14
907.1925754060325,2.4910260523306324e-15,1151.9721577726218,1.4508966754714562e-15,1817.865429234339,4.404160921595009e-14
911.832946635731,2.0937535142452316e-15,1158.9327146171695,1.4286622765964904e-15,1835.2668213457077,4.6130047672077166e-14
916.4733178654293,1.7598385911350473e-15,1164.7331786542923,1.4122103704571806e-15,1851.508120649652,4.5598832403825734e-14
921.1136890951276,1.462143303748772e-15,1182.1345707656615,1.353491083441119e-15,1867.7494199535963,5.0608719869196817e-14
924.5939675174014,1.2724120303350274e-15,1189.0951276102087,1.312325545557076e-15,1882.8306264501161,5.552221721091293e-14
926.9141531322506,1.1332505949539987e-15,1196.0556844547564,1.3022312972355486e-15,1888.631090487239,6.021130892989464e-14
930.3944315545244,9.748405849509243e-16,1203.016241299304,1.3022312972355486e-15,1900.232018561485,6.76051653409695e-14
935.0348027842227,8.006091018441471e-16,1209.9767981438517,1.3022312972355486e-15,1916.4733178654292,8.424678179398136e-14
939.675174013921,6.651776151963632e-16,1215.7772621809745,1.3022312972355486e-15,1929.2343387471,1.0139959428043608e-13
944.3155452436196,5.526557951179202e-16,1233.1786542923433,1.3022312972355486e-15,1937.3549883990722,1.1787686347935916e-13
948.9559164733179,4.699289419661054e-16,1240.139211136891,1.3022312972355486e-15,1951.2761020881671,1.4520174344291387e-13
954.7563805104409,4.0894981882229067e-16,1247.0997679814386,1.3022312972355486e-15,1966.357308584687,1.649315813357761e-13
961.7169373549885,3.3977163711055406e-16,1254.0603248259863,1.3022312972355486e-15,1981.4385150812068,1.9396633423304597e-13
967.5174013921113,2.9912666622934945e-16,1261.0208816705335,1.3327493854748177e-15,1988.399071925754,2.0316415326867706e-13
973.3178654292343,2.5731362117067823e-16,1265.6612529002318,1.3639826720907226e-15,,
979.1183294663573,2.2653263918889925e-16,1281.9025522041766,1.4286622765964904e-15,,
984.9187935034803,1.9486705895472958e-16,1288.8631090487238,1.4508966754714562e-15,,
990.7192575406033,1.6958063514997732e-16,1295.8236658932715,1.4964089664286565e-15,,
995.3596287703016,1.5103390340139134e-16,1302.7842227378192,1.5553121765251076e-15,,
1001.1600928074246,1.324541981005935e-16,1309.7447795823668,1.616533996197888e-15,,
1008.1206496519723,1.207325237338418e-16,1314.3851508120651,1.6416922594594006e-15,,
1015.0812064965197,1.075282228474758e-16,1330.6264501160094,1.857577814004663e-15,,
1022.0417633410674,9.953777476474644e-17,1337.5870069605567,1.9306977288832534e-15,,
1029.0023201856147,8.86515057884558e-17,1343.3874709976799,1.9759440716631396e-15,,
1035.9628770301624,8.08061970109617e-17,1351.508120649652,2.1181452316662422e-15,,
1042.92343387471,7.36551671322508e-17,1358.4686774941997,2.270580066901462e-15,,
1049.8839907192578,6.610812848651998e-17,1363.109048723898,2.4339850559513616e-15,,
1056.844547563805,6.214801044372064e-17,1377.030162412993,2.907015522540109e-15,,
1063.8051044083527,5.75297768512266e-17,1383.9907192575406,3.1162223444236424e-15,,
1070.7656612529004,5.408353336313199e-17,1389.7911832946638,3.3276128811741788e-15,,
1080.046403712297,4.9679482400495435e-17,1400.232018561485,3.8683445638007256e-15,,
1087.0069605568447,4.7065522454493953e-17,1407.1925754060326,4.1788779916999204e-15,,
1093.9675174013923,4.356807216934759e-17,1414.1531322505803,4.479615905516982e-15,,
1100.9280742459396,4.0958185720618716e-17,1421.1136890951275,5.309049410486453e-15,,
1107.8886310904873,3.9712469537799735e-17,1435.0348027842228,7.399720086804356e-15,,
1113.68909512761,3.850464099040295e-17,1440.8352668213456,8.212718204427768e-15,,
1121.8097447795826,3.676142638209866e-17,1451.2761020881671,1.0474196672943302e-14,,
1131.0904872389792,3.509713205697202e-17,1458.2366589327148,1.176041196368326e-14,,
1138.051044083527,3.350818506934689e-17,1462.8770301624131,1.231808678624533e-14,,
1145.0116009280741,3.248905573870455e-17,1476.798143851508,1.505681329112862e-14,,
1151.9721577726218,3.1991174230959695e-17,1483.7587006960557,1.6140394727796747e-14,,
1158.9327146171695,3.054284278774206e-17,1490.7192575406034,1.529114382395292e-14,,
1165.8932714617172,3.054284278774206e-17,1497.679814385151,1.4375148530505466e-14,,
1172.8538283062644,2.9843454604612254e-17,1503.4802784222738,1.305251391845861e-14,,
1179.814385150812,2.9160081428144014e-17,1508.1206496519721,1.1624983740403555e-14,,
1185.6148491879349,2.9160081428144014e-17,1518.5614849187937,7.93224972422277e-15,,
1193.7354988399075,2.783992160799265e-17,1525.522041763341,7.119475854484523e-15,,
1200.6960556844547,2.783992160799265e-17,1531.3225058004641,6.2196017266387e-15,,
1207.6566125290024,2.783992160799265e-17,1540.6032482598607,4.4969442656461915e-15,,
1214.61716937355,2.783992160799265e-17,1545.243619489559,3.959000103249501e-15,,
1221.5777262180973,2.783992160799265e-17,1549.8839907192578,3.5260113198152713e-15,,
1228.538283062645,2.783992160799265e-17,1554.524361948956,3.068467509940696e-15,,
1235.4988399071926,2.783992160799265e-17,1560.3248259860788,2.7540585718805733e-15,,
1242.4593967517403,2.783992160799265e-17,1567.2853828306265,2.4339850559513616e-15,,
1249.4199535962875,2.783992160799265e-17,1583.5266821345708,1.746302126951396e-15,,
1255.2204176334108,2.783992160799265e-17,1589.3271461716936,1.5314776527491718e-15,,
1263.341067285383,2.9160081428144014e-17,1602.0881670533645,1.1869889611278192e-15,,
1269.1415313225057,2.9160081428144014e-17,1609.0487238979117,1.0903318170430363e-15,,
1277.2621809744778,3.054284278774206e-17,1613.6890951276105,1.0571700945390691e-15,,
1284.2227378190255,3.054284278774206e-17,1627.6102088167054,9.12912685926123e-16,,
1291.1832946635732,3.1991174230959695e-17,1634.570765661253,8.851470491834189e-16,,
1298.1438515081209,3.2239153877486584e-17,1641.5313225058003,8.582258859545708e-16,,
1305.104408352668,3.350818506934689e-17,1653.1322505800463,8.450739248289212e-16,,
1312.0649651972158,3.509713205697202e-17,1660.092807424594,8.783386058472559e-16,,
1319.0255220417635,3.676142638209866e-17,1667.0533642691416,9.199891303082986e-16,,
1325.9860788863111,3.850464099040295e-17,1674.0139211136893,1.0171326582441646e-15,,
1334.1067285382833,4.033051825545565e-17,1679.814385150812,1.1332505949539987e-15,,
1342.2273781902554,4.224297801293675e-17,1697.2157772621808,1.462143303748772e-15,,
1349.1879350348026,4.458909990359287e-17,1704.1763341067285,1.6290645624747421e-15,,
1356.1484918793503,4.7798007392785245e-17,1711.1368909512762,1.7328697836021883e-15,,
1363.109048723898,5.2438618395607736e-17,1718.0974477958239,1.746302126951396e-15,,
1370.0696055684457,5.664815652131375e-17,1725.058004640371,1.7195407602026426e-15,,
1377.030162412993,6.214801044372064e-17,1743.6194895591648,1.604099813511233e-15,,
1386.31090487239,6.924295394480131e-17,1750.5800464037125,1.5433489046216599e-15,,
1393.2714617169372,7.596561104855137e-17,1757.5406032482601,1.3852104564919849e-15,,
1400.232018561485,8.269990871632143e-17,1764.5011600928074,1.3224980394632342e-15,,
1407.1925754060326,9.214109879944041e-17,1769.1415313225061,1.2724120303350274e-15,,
1414.1531322505803,1.0266011437921552e-16,1785.3828306264504,1.1598085817935369e-15,,
1421.1136890951275,1.226114948061897e-16,1792.3433874709976,1.0987835261499046e-15,,
1428.0742459396752,1.4089427938392993e-16,1799.3039443155453,1.0571700945390691e-15,,
1435.0348027842228,1.6190323749413135e-16,1806.264501160093,1.0490384708817395e-15,,
1441.9953596287705,1.86044872976374e-16,1813.2250580046407,1.0819451174536273e-15,,
1448.9559164733178,2.1378630406973654e-16,1834.1067285382833,1.0329623848370942e-15,,
1455.9164733178654,2.4189959664472674e-16,1841.067285382831,1.0819451174536273e-15,,
1462.8770301624131,2.6951534747689006e-16,1848.0278422273782,1.0694858681181979e-15,,
1469.8375870069608,2.95682042599827e-16,1854.9883990719259,1.0903318170430363e-15,,
1476.798143851508,3.2943770704591017e-16,1861.9489559164736,1.1420349890476396e-15,,
1483.7587006960557,3.5864212667227217e-16,1866.5893271461719,1.1869889611278192e-15,,
1490.7192575406034,3.3456477556511465e-16,1882.8306264501161,1.312325545557076e-15,,
1497.679814385151,3.002837686921483e-16,1889.7911832946638,1.406768610801756e-15,,
1504.6403712296983,2.5731362117067823e-16,1896.7517401392115,1.5196977131007626e-15,,
1510.4408352668215,2.2134536005961396e-16,1903.7122969837587,1.693189500467566e-15,,
1515.0812064965198,1.971372126305802e-16,1910.6728538283064,1.829111192806805e-15,,
1519.7215777262181,1.7355479611367523e-16,1926.9141531322507,2.32379162999562e-15,,
1524.3619489559164,1.5279341151335184e-16,1933.8747099767984,2.60914967895366e-15,,
1529.0023201856147,1.3608266848668957e-16,1940.835266821346,2.9295492587675853e-15,,
1533.642691415313,1.198038638603975e-16,1947.7958236658933,3.213973218365533e-15,,
1538.2830626450118,1.0547240111832906e-16,1954.756380510441,3.60864420140798e-15,,
1542.92343387471,9.3937072637628e-17,1961.7169373549887,3.8385897283847315e-15,,
1547.5638051044084,8.17475694838664e-17,1966.357308584687,3.959000103249501e-15,,
1552.2041763341067,7.280698354387845e-17,1980.2784222737819,4.62013423870714e-15,,
1556.844547563805,6.335937217379162e-17,1987.2389791183296,4.839219467161757e-15,,
1562.6450116009282,5.578004666282427e-17,1994.1995359628772,4.72840814110332e-15,,
1568.445475638051,4.9679482400495435e-17,2000,4.602331182853145e-15,,
1576.5661252900231,4.4246125975832106e-17,,,,
1583.5266821345708,3.850464099040295e-17,,,,
1590.4872389791185,3.350818506934689e-17,,,,
1597.4477958236657,2.9386115853546284e-17,,,,
1604.4083526682134,2.699318876899315e-17,,,,
1611.368909512761,2.4987318424126705e-17,,,,
1618.3294663573088,2.3490486902830177e-17,,,,
1625.290023201856,2.1577644027668617e-17,,,,
1632.2505800464037,2.108354629886178e-17,,,,
1641.5313225058003,2.012903419440673e-17,,,,
1648.491879350348,1.9974204114082036e-17,,,,
1655.4524361948957,2.0442304155109214e-17,,,,
1662.4129930394433,2.141167141687391e-17,,,,
1669.3735498839906,2.2600848728456247e-17,,,,
1676.3341067285382,2.5376198297109472e-17,,,,
1683.294663573086,2.8273196799631975e-17,,,,
1690.2552204176336,3.1991174230959695e-17,,,,
1699.5359628770302,3.676142638209866e-17,,,,
1706.496519721578,3.940700605708567e-17,,,,
1713.4570765661251,4.0958185720618716e-17,,,,
1720.4176334106728,3.940700605708567e-17,,,,
1727.3781902552205,3.7914573095981565e-17,,,,
1734.3387470997682,3.676142638209866e-17,,,,
1741.2993039443159,3.509713205697202e-17,,,,
1748.259860788863,3.350818506934689e-17,,,,
1755.2204176334108,3.150092255394172e-17,,,,
1762.1809744779584,3.0074786198462634e-17,,,,
1769.1415313225061,2.8273196799631975e-17,,,,
1776.1020881670534,2.699318876899315e-17,,,,
1785.3828306264504,2.4987318424126705e-17,,,,
1792.3433874709976,2.3856071452881207e-17,,,,
1798.1438515081209,2.2864143099980318e-17,,,,
1852.668213457077,2.2952587759977682e-17,,,,
1859.6287703016242,2.422734562800464e-17,,,,
1865.4292343387474,2.5376198297109472e-17,,,,
1873.5498839907195,2.699318876899315e-17,,,,
1880.5104408352668,2.849235653718751e-17,,,,
1887.4709976798144,3.0074786198462634e-17,,,,
1894.4315545243621,3.248905573870455e-17,,,,
1900.232018561485,3.429345704895201e-17,,,,
1908.352668213457,3.850464099040295e-17,,,,
1915.3132250580047,4.290040926047002e-17,,,,
1922.2737819025524,4.7798007392785245e-17,,,,
1929.2343387471,5.325472530691942e-17,,,,
1936.1948955916473,5.842511791723737e-17,,,,
1941.9953596287705,6.55996328108289e-17,,,,
1950.1160092807427,7.36551671322508e-17,,,,
1957.0765661252904,7.95678750502845e-17,,,,
1964.0371229698376,8.595522875740594e-17,,,,
1970.9976798143853,9.214109879944041e-17,,,,
1977.958236658933,9.877214231992455e-17,,,,
1984.9187935034806,1.0425782292730912e-16,,,,
1991.8793503480279,1.0266011437921552e-16,,,,
1998.8399071925755,9.877214231992455e-17,,,,
